"","ring","date","seeds","recs","season.yr","ringyr"
"113","h300220","2012-01-21",5,6,2011,"h300220 2012"
"114","h300220","2012-01-28",43,53,2011,"h300220 2012"
"115","h300220","2012-01-29",50,57,2011,"h300220 2012"
"116","h300220","2012-02-04",37,43,2011,"h300220 2012"
"117","h300220","2012-02-05",44,46,2011,"h300220 2012"
"118","h300220","2012-02-11",56,63,2011,"h300220 2012"
"119","h300220","2012-02-12",52,66,2011,"h300220 2012"
"120","h300220","2012-02-18",43,47,2011,"h300220 2012"
"121","h300220","2012-02-19",49,57,2011,"h300220 2012"
"122","h300220","2012-02-25",57,59,2011,"h300220 2012"
"123","h300220","2012-02-26",53,61,2011,"h300220 2012"
"124","h300222","2012-02-05",1,2,2011,"h300222 2012"
"125","h300222","2012-02-11",35,45,2011,"h300222 2012"
"126","h300222","2012-02-12",52,67,2011,"h300222 2012"
"127","h300222","2012-02-18",54,63,2011,"h300222 2012"
"128","h300222","2012-02-19",56,72,2011,"h300222 2012"
"129","h300222","2012-02-25",40,47,2011,"h300222 2012"
"130","h300222","2012-02-26",29,39,2011,"h300222 2012"
"131","h300233","2011-12-03",44,65,2011,"h300233 2012"
"132","h300233","2011-12-04",56,74,2011,"h300233 2012"
"133","h300233","2011-12-10",18,22,2011,"h300233 2012"
"134","h300233","2011-12-11",9,9,2011,"h300233 2012"
"135","h300233","2011-12-24",20,27,2011,"h300233 2012"
"136","h300233","2011-12-25",48,59,2011,"h300233 2012"
"137","h300233","2012-02-11",14,15,2011,"h300233 2012"
"138","h300233","2012-02-12",18,26,2011,"h300233 2012"
"139","h300253","2011-12-11",44,52,2011,"h300253 2012"
"140","h300253","2011-12-17",41,50,2011,"h300253 2012"
"141","h300253","2011-12-18",57,71,2011,"h300253 2012"
"142","h300253","2011-12-24",39,47,2011,"h300253 2012"
"143","h300253","2011-12-25",13,16,2011,"h300253 2012"
"144","h300253","2011-12-31",39,44,2011,"h300253 2012"
"145","h300253","2012-01-01",41,50,2011,"h300253 2012"
"146","h300253","2012-01-07",45,55,2011,"h300253 2012"
"147","h300253","2012-01-08",45,58,2011,"h300253 2012"
"148","h300253","2012-01-14",48,56,2011,"h300253 2012"
"149","h300253","2012-01-15",68,81,2011,"h300253 2012"
"150","h300253","2012-01-21",54,58,2011,"h300253 2012"
"151","h300253","2012-01-22",39,45,2011,"h300253 2012"
"152","h300253","2012-01-28",4,6,2011,"h300253 2012"
"153","h300253","2012-01-29",50,61,2011,"h300253 2012"
"154","h300253","2012-02-05",28,29,2011,"h300253 2012"
"155","h300253","2012-02-11",41,49,2011,"h300253 2012"
"156","h300253","2012-02-12",47,52,2011,"h300253 2012"
"157","h300253","2012-02-19",16,17,2011,"h300253 2012"
"158","h300253","2012-02-25",55,69,2011,"h300253 2012"
"159","h300253","2012-02-26",38,44,2011,"h300253 2012"
"160","h300296","2011-12-03",57,70,2011,"h300296 2012"
"161","h300296","2011-12-04",51,62,2011,"h300296 2012"
"162","h300296","2011-12-10",56,70,2011,"h300296 2012"
"163","h300296","2011-12-11",35,42,2011,"h300296 2012"
"164","h300296","2011-12-17",52,59,2011,"h300296 2012"
"165","h300296","2011-12-18",60,78,2011,"h300296 2012"
"166","h300296","2011-12-24",60,74,2011,"h300296 2012"
"167","h300296","2011-12-25",46,57,2011,"h300296 2012"
"168","h300296","2011-12-31",52,60,2011,"h300296 2012"
"169","h300296","2012-01-01",39,50,2011,"h300296 2012"
"170","h300296","2012-01-07",71,87,2011,"h300296 2012"
"171","h300296","2012-01-08",51,60,2011,"h300296 2012"
"172","h300296","2012-01-14",64,78,2011,"h300296 2012"
"173","h300296","2012-01-15",57,72,2011,"h300296 2012"
"174","h300296","2012-01-21",53,65,2011,"h300296 2012"
"175","h300296","2012-01-22",53,68,2011,"h300296 2012"
"176","h300296","2012-01-28",59,72,2011,"h300296 2012"
"177","h300296","2012-01-29",48,58,2011,"h300296 2012"
"178","h300296","2012-02-04",53,69,2011,"h300296 2012"
"179","h300296","2012-02-05",55,73,2011,"h300296 2012"
"180","h300296","2012-02-11",61,81,2011,"h300296 2012"
"181","h300296","2012-02-12",54,73,2011,"h300296 2012"
"182","h300296","2012-02-18",45,56,2011,"h300296 2012"
"183","h300296","2012-02-19",55,75,2011,"h300296 2012"
"184","h300296","2012-02-25",51,61,2011,"h300296 2012"
"185","h300296","2012-02-26",52,66,2011,"h300296 2012"
"186","k578724","2011-12-03",13,16,2011,"k578724 2012"
"187","k578724","2011-12-04",30,33,2011,"k578724 2012"
"188","k578724","2011-12-10",73,82,2011,"k578724 2012"
"189","k578724","2011-12-11",40,44,2011,"k578724 2012"
"190","k578724","2011-12-17",14,15,2011,"k578724 2012"
"191","k578724","2011-12-18",60,63,2011,"k578724 2012"
"192","k578724","2011-12-24",55,60,2011,"k578724 2012"
"193","k578724","2011-12-31",53,59,2011,"k578724 2012"
"194","k578724","2012-01-01",41,44,2011,"k578724 2012"
"195","k578724","2012-01-07",58,77,2011,"k578724 2012"
"196","k578724","2012-01-08",43,43,2011,"k578724 2012"
"197","k578724","2012-01-14",62,68,2011,"k578724 2012"
"198","k578724","2012-01-15",62,70,2011,"k578724 2012"
"199","k578724","2012-01-21",65,72,2011,"k578724 2012"
"200","k578724","2012-01-22",5,6,2011,"k578724 2012"
"201","k578724","2012-01-28",56,58,2011,"k578724 2012"
"202","k578724","2012-01-29",62,67,2011,"k578724 2012"
"203","k578724","2012-02-04",62,68,2011,"k578724 2012"
"204","k578724","2012-02-05",51,56,2011,"k578724 2012"
"205","k578724","2012-02-11",58,70,2011,"k578724 2012"
"206","k578724","2012-02-12",25,28,2011,"k578724 2012"
"207","k578724","2012-02-18",61,73,2011,"k578724 2012"
"208","k578724","2012-02-19",49,56,2011,"k578724 2012"
"209","k578724","2012-02-25",45,55,2011,"k578724 2012"
"210","k578724","2012-02-26",39,50,2011,"k578724 2012"
"211","kr81621","2011-12-03",21,22,2011,"kr81621 2012"
"212","kr81621","2011-12-10",6,6,2011,"kr81621 2012"
"213","kr81621","2011-12-11",53,54,2011,"kr81621 2012"
"214","kr81621","2011-12-17",27,27,2011,"kr81621 2012"
"215","kr81621","2011-12-18",22,27,2011,"kr81621 2012"
"216","kr81621","2011-12-24",45,54,2011,"kr81621 2012"
"217","kr81621","2011-12-25",29,34,2011,"kr81621 2012"
"218","kr81621","2012-01-01",35,42,2011,"kr81621 2012"
"219","kr81621","2012-01-07",1,1,2011,"kr81621 2012"
"220","kr81621","2012-01-15",3,3,2011,"kr81621 2012"
"221","kr81621","2012-01-21",35,45,2011,"kr81621 2012"
"222","kr81621","2012-01-22",6,6,2011,"kr81621 2012"
"223","kr81621","2012-01-29",5,5,2011,"kr81621 2012"
"224","kr81621","2012-02-05",35,36,2011,"kr81621 2012"
"225","kr81621","2012-02-11",40,45,2011,"kr81621 2012"
"226","kr81621","2012-02-12",38,46,2011,"kr81621 2012"
"227","kr81621","2012-02-18",37,44,2011,"kr81621 2012"
"228","kr81621","2012-02-19",30,39,2011,"kr81621 2012"
"229","kr81621","2012-02-25",37,42,2011,"kr81621 2012"
"230","kr81621","2012-02-26",36,44,2011,"kr81621 2012"
"231","l171382","2011-12-10",34,37,2011,"l171382 2012"
"232","l171382","2011-12-11",33,37,2011,"l171382 2012"
"233","l171382","2011-12-17",62,73,2011,"l171382 2012"
"234","l171382","2011-12-18",54,60,2011,"l171382 2012"
"235","l171382","2011-12-24",53,67,2011,"l171382 2012"
"236","l171382","2011-12-25",39,41,2011,"l171382 2012"
"237","l171382","2011-12-31",50,58,2011,"l171382 2012"
"238","l171382","2012-01-01",38,50,2011,"l171382 2012"
"239","l171382","2012-01-07",48,58,2011,"l171382 2012"
"240","l171382","2012-01-08",39,44,2011,"l171382 2012"
"241","l171382","2012-01-14",55,69,2011,"l171382 2012"
"242","l171382","2012-01-15",56,67,2011,"l171382 2012"
"243","l171382","2012-01-21",72,86,2011,"l171382 2012"
"244","l171382","2012-01-22",46,52,2011,"l171382 2012"
"245","l171382","2012-01-28",45,49,2011,"l171382 2012"
"246","l171382","2012-01-29",41,45,2011,"l171382 2012"
"247","l171382","2012-02-04",56,61,2011,"l171382 2012"
"248","l171382","2012-02-05",65,78,2011,"l171382 2012"
"249","l171382","2012-02-11",60,71,2011,"l171382 2012"
"250","l171382","2012-02-12",49,58,2011,"l171382 2012"
"251","l171382","2012-02-18",73,89,2011,"l171382 2012"
"252","l171382","2012-02-19",60,67,2011,"l171382 2012"
"253","l171382","2012-02-25",51,62,2011,"l171382 2012"
"254","l171382","2012-02-26",53,64,2011,"l171382 2012"
"255","l171384","2011-12-10",44,51,2011,"l171384 2012"
"256","l171384","2011-12-11",50,56,2011,"l171384 2012"
"257","l171384","2011-12-17",66,76,2011,"l171384 2012"
"258","l171384","2011-12-18",56,64,2011,"l171384 2012"
"259","l171384","2011-12-24",64,81,2011,"l171384 2012"
"260","l171384","2011-12-25",49,54,2011,"l171384 2012"
"261","l171384","2011-12-31",56,62,2011,"l171384 2012"
"262","l171384","2012-01-01",57,69,2011,"l171384 2012"
"263","l171384","2012-01-07",50,63,2011,"l171384 2012"
"264","l171384","2012-01-08",50,54,2011,"l171384 2012"
"265","l171384","2012-01-14",47,55,2011,"l171384 2012"
"266","l171384","2012-01-15",48,59,2011,"l171384 2012"
"267","l171384","2012-01-21",74,89,2011,"l171384 2012"
"268","l171384","2012-01-22",49,55,2011,"l171384 2012"
"269","l171384","2012-01-28",56,61,2011,"l171384 2012"
"270","l171384","2012-01-29",54,59,2011,"l171384 2012"
"271","l171384","2012-02-04",51,57,2011,"l171384 2012"
"272","l171384","2012-02-05",64,81,2011,"l171384 2012"
"273","l171384","2012-02-11",60,70,2011,"l171384 2012"
"274","l171384","2012-02-12",63,72,2011,"l171384 2012"
"275","l171384","2012-02-18",64,83,2011,"l171384 2012"
"276","l171384","2012-02-19",57,68,2011,"l171384 2012"
"277","l171384","2012-02-25",56,68,2011,"l171384 2012"
"278","l171384","2012-02-26",49,58,2011,"l171384 2012"
"279","l171385","2011-12-03",24,29,2011,"l171385 2012"
"280","l171385","2011-12-04",9,9,2011,"l171385 2012"
"281","l171385","2011-12-17",47,53,2011,"l171385 2012"
"282","l171385","2011-12-18",48,61,2011,"l171385 2012"
"283","l171385","2011-12-24",55,64,2011,"l171385 2012"
"284","l171385","2011-12-25",25,31,2011,"l171385 2012"
"285","l171385","2011-12-31",35,44,2011,"l171385 2012"
"286","l171385","2012-01-01",43,52,2011,"l171385 2012"
"287","l171385","2012-01-07",48,63,2011,"l171385 2012"
"288","l171385","2012-01-08",44,48,2011,"l171385 2012"
"289","l171385","2012-01-14",20,24,2011,"l171385 2012"
"290","l171385","2012-01-15",10,13,2011,"l171385 2012"
"291","l171385","2012-01-21",34,36,2011,"l171385 2012"
"292","l171385","2012-01-22",23,24,2011,"l171385 2012"
"293","l171385","2012-01-28",31,36,2011,"l171385 2012"
"294","l171385","2012-01-29",1,1,2011,"l171385 2012"
"295","l171385","2012-02-04",5,5,2011,"l171385 2012"
"296","l171385","2012-02-05",8,9,2011,"l171385 2012"
"297","l171385","2012-02-11",30,34,2011,"l171385 2012"
"298","l171385","2012-02-12",52,61,2011,"l171385 2012"
"299","l171385","2012-02-18",27,30,2011,"l171385 2012"
"300","l171385","2012-02-19",59,73,2011,"l171385 2012"
"301","l171385","2012-02-25",9,10,2011,"l171385 2012"
"302","l171385","2012-02-26",18,20,2011,"l171385 2012"
"303","l171447","2011-12-04",52,55,2011,"l171447 2012"
"304","l171447","2011-12-10",5,5,2011,"l171447 2012"
"305","l171447","2011-12-11",43,50,2011,"l171447 2012"
"306","l171447","2011-12-17",42,50,2011,"l171447 2012"
"307","l171447","2011-12-18",39,44,2011,"l171447 2012"
"308","l171447","2011-12-24",34,40,2011,"l171447 2012"
"309","l171447","2011-12-25",6,8,2011,"l171447 2012"
"310","l171447","2011-12-31",2,2,2011,"l171447 2012"
"311","l171447","2012-01-07",6,7,2011,"l171447 2012"
"312","l171447","2012-01-08",8,9,2011,"l171447 2012"
"313","l171447","2012-01-14",11,13,2011,"l171447 2012"
"314","l171447","2012-01-15",4,4,2011,"l171447 2012"
"315","l171447","2012-01-21",40,48,2011,"l171447 2012"
"316","l171447","2012-01-22",24,29,2011,"l171447 2012"
"317","l171447","2012-01-28",18,20,2011,"l171447 2012"
"318","l171447","2012-01-29",1,1,2011,"l171447 2012"
"319","l171447","2012-02-04",2,2,2011,"l171447 2012"
"320","l171447","2012-02-05",4,4,2011,"l171447 2012"
"321","l171447","2012-02-11",32,39,2011,"l171447 2012"
"322","l171447","2012-02-12",42,49,2011,"l171447 2012"
"323","l171447","2012-02-18",44,51,2011,"l171447 2012"
"324","l171447","2012-02-19",29,34,2011,"l171447 2012"
"325","l171447","2012-02-25",50,60,2011,"l171447 2012"
"326","l171447","2012-02-26",46,60,2011,"l171447 2012"
"327","l171460","2011-12-04",3,3,2011,"l171460 2012"
"328","l171460","2011-12-10",12,13,2011,"l171460 2012"
"329","l171460","2011-12-11",46,56,2011,"l171460 2012"
"330","l171460","2011-12-17",32,43,2011,"l171460 2012"
"331","l171460","2011-12-18",41,58,2011,"l171460 2012"
"332","l171460","2011-12-24",57,75,2011,"l171460 2012"
"333","l171460","2011-12-25",56,76,2011,"l171460 2012"
"334","l171460","2011-12-31",61,77,2011,"l171460 2012"
"335","l171460","2012-01-01",31,38,2011,"l171460 2012"
"336","l171460","2012-01-08",47,54,2011,"l171460 2012"
"337","l171460","2012-01-15",22,25,2011,"l171460 2012"
"338","l171460","2012-01-21",46,55,2011,"l171460 2012"
"339","l171460","2012-01-22",44,59,2011,"l171460 2012"
"340","l171460","2012-01-28",54,67,2011,"l171460 2012"
"341","l171460","2012-01-29",38,44,2011,"l171460 2012"
"342","l171460","2012-02-04",67,77,2011,"l171460 2012"
"343","l171460","2012-02-05",41,47,2011,"l171460 2012"
"344","l171460","2012-02-11",68,80,2011,"l171460 2012"
"345","l171460","2012-02-18",40,49,2011,"l171460 2012"
"346","l171460","2012-02-19",29,33,2011,"l171460 2012"
"347","l171460","2012-02-25",36,47,2011,"l171460 2012"
"348","l171460","2012-02-26",19,20,2011,"l171460 2012"
"349","l171472","2011-12-11",2,2,2011,"l171472 2012"
"350","l171472","2011-12-18",32,34,2011,"l171472 2012"
"351","l171472","2011-12-24",28,31,2011,"l171472 2012"
"352","l171472","2011-12-25",35,38,2011,"l171472 2012"
"353","l171472","2011-12-31",8,9,2011,"l171472 2012"
"354","l171472","2012-01-01",3,6,2011,"l171472 2012"
"355","l171472","2012-01-08",12,12,2011,"l171472 2012"
"356","l171472","2012-01-14",1,1,2011,"l171472 2012"
"357","l171472","2012-01-15",4,4,2011,"l171472 2012"
"358","l171472","2012-01-21",5,7,2011,"l171472 2012"
"359","l171472","2012-01-29",11,11,2011,"l171472 2012"
"360","l171472","2012-02-04",7,8,2011,"l171472 2012"
"361","l171472","2012-02-05",70,75,2011,"l171472 2012"
"362","l171472","2012-02-11",32,36,2011,"l171472 2012"
"363","l171472","2012-02-12",44,50,2011,"l171472 2012"
"364","l171472","2012-02-18",4,5,2011,"l171472 2012"
"365","l171472","2012-02-19",34,45,2011,"l171472 2012"
"366","l171472","2012-02-25",61,68,2011,"l171472 2012"
"367","l171472","2012-02-26",33,38,2011,"l171472 2012"
"368","l171494","2011-12-03",45,53,2011,"l171494 2012"
"369","l171494","2011-12-04",40,45,2011,"l171494 2012"
"370","l171494","2011-12-10",53,58,2011,"l171494 2012"
"371","l171494","2011-12-11",4,4,2011,"l171494 2012"
"372","l171494","2011-12-17",43,53,2011,"l171494 2012"
"373","l171494","2011-12-18",51,64,2011,"l171494 2012"
"374","l171494","2011-12-24",46,54,2011,"l171494 2012"
"375","l171494","2011-12-25",38,49,2011,"l171494 2012"
"376","l171494","2011-12-31",29,39,2011,"l171494 2012"
"377","l171494","2012-01-01",37,43,2011,"l171494 2012"
"378","l171494","2012-01-07",26,30,2011,"l171494 2012"
"379","l171494","2012-01-08",37,43,2011,"l171494 2012"
"380","l171494","2012-01-14",28,31,2011,"l171494 2012"
"381","l171494","2012-01-15",49,56,2011,"l171494 2012"
"382","l171494","2012-01-21",47,57,2011,"l171494 2012"
"383","l171494","2012-01-22",29,35,2011,"l171494 2012"
"384","l171494","2012-01-28",51,58,2011,"l171494 2012"
"385","l171494","2012-01-29",59,70,2011,"l171494 2012"
"386","l171494","2012-02-04",62,75,2011,"l171494 2012"
"387","l171494","2012-02-05",71,84,2011,"l171494 2012"
"388","l171494","2012-02-11",67,78,2011,"l171494 2012"
"389","l171494","2012-02-12",52,60,2011,"l171494 2012"
"390","l171494","2012-02-18",58,73,2011,"l171494 2012"
"391","l171494","2012-02-19",50,57,2011,"l171494 2012"
"392","l171494","2012-02-25",47,64,2011,"l171494 2012"
"393","l171494","2012-02-26",49,63,2011,"l171494 2012"
"394","l171498","2011-12-31",2,2,2011,"l171498 2012"
"395","l171498","2012-01-14",23,29,2011,"l171498 2012"
"396","l171498","2012-01-15",35,42,2011,"l171498 2012"
"397","l171498","2012-01-21",24,31,2011,"l171498 2012"
"398","l171498","2012-01-22",33,42,2011,"l171498 2012"
"399","l171498","2012-01-28",30,39,2011,"l171498 2012"
"400","l171498","2012-01-29",28,30,2011,"l171498 2012"
"401","l171498","2012-02-04",39,53,2011,"l171498 2012"
"402","l171498","2012-02-05",70,88,2011,"l171498 2012"
"403","l171498","2012-02-18",44,55,2011,"l171498 2012"
"404","l171498","2012-02-19",27,31,2011,"l171498 2012"
"405","l171498","2012-02-25",28,33,2011,"l171498 2012"
"406","l171498","2012-02-26",43,51,2011,"l171498 2012"
"407","l311256","2011-12-10",11,12,2011,"l311256 2012"
"408","l311256","2011-12-11",4,5,2011,"l311256 2012"
"409","l311256","2011-12-17",24,28,2011,"l311256 2012"
"410","l311256","2011-12-18",53,60,2011,"l311256 2012"
"411","l311256","2011-12-24",44,50,2011,"l311256 2012"
"412","l311256","2011-12-25",44,50,2011,"l311256 2012"
"413","l311256","2011-12-31",1,1,2011,"l311256 2012"
"414","l311256","2012-01-01",18,21,2011,"l311256 2012"
"415","l311256","2012-01-07",7,8,2011,"l311256 2012"
"416","l311256","2012-01-08",21,23,2011,"l311256 2012"
"417","l311256","2012-01-14",13,16,2011,"l311256 2012"
"418","l311256","2012-01-15",21,22,2011,"l311256 2012"
"419","l311256","2012-01-21",18,22,2011,"l311256 2012"
"420","l311256","2012-01-22",12,14,2011,"l311256 2012"
"421","l311256","2012-01-28",10,10,2011,"l311256 2012"
"422","l311256","2012-01-29",8,10,2011,"l311256 2012"
"423","l311256","2012-02-04",11,12,2011,"l311256 2012"
"424","l311256","2012-02-05",29,33,2011,"l311256 2012"
"425","l311256","2012-02-11",1,1,2011,"l311256 2012"
"426","l311256","2012-02-12",17,20,2011,"l311256 2012"
"427","l311256","2012-02-18",39,49,2011,"l311256 2012"
"428","l311256","2012-02-19",44,52,2011,"l311256 2012"
"429","l311256","2012-02-25",11,12,2011,"l311256 2012"
"430","l311256","2012-02-26",25,30,2011,"l311256 2012"
"431","l311268","2011-12-24",41,43,2011,"l311268 2012"
"432","l311268","2011-12-25",43,48,2011,"l311268 2012"
"433","l311268","2011-12-31",55,67,2011,"l311268 2012"
"434","l311268","2012-01-01",56,64,2011,"l311268 2012"
"435","l311268","2012-01-07",43,52,2011,"l311268 2012"
"436","l311268","2012-01-08",41,51,2011,"l311268 2012"
"437","l311268","2012-01-14",64,78,2011,"l311268 2012"
"438","l311268","2012-01-15",58,72,2011,"l311268 2012"
"439","l311268","2012-01-21",64,86,2011,"l311268 2012"
"440","l311268","2012-01-22",60,80,2011,"l311268 2012"
"441","l311268","2012-01-28",32,49,2011,"l311268 2012"
"442","l311268","2012-01-29",22,28,2011,"l311268 2012"
"443","l311268","2012-02-04",13,18,2011,"l311268 2012"
"444","l311268","2012-02-05",62,78,2011,"l311268 2012"
"445","l311268","2012-02-11",30,40,2011,"l311268 2012"
"446","l311268","2012-02-12",64,80,2011,"l311268 2012"
"447","l311268","2012-02-18",19,24,2011,"l311268 2012"
"448","l311268","2012-02-19",51,67,2011,"l311268 2012"
"449","l311268","2012-02-25",51,65,2011,"l311268 2012"
"450","l311268","2012-02-26",54,66,2011,"l311268 2012"
"451","l311275","2011-12-03",1,1,2011,"l311275 2012"
"452","l311275","2011-12-10",45,52,2011,"l311275 2012"
"453","l311275","2011-12-11",52,56,2011,"l311275 2012"
"454","l311275","2011-12-17",53,61,2011,"l311275 2012"
"455","l311275","2011-12-18",58,69,2011,"l311275 2012"
"456","l311275","2011-12-24",64,74,2011,"l311275 2012"
"457","l311275","2011-12-25",62,74,2011,"l311275 2012"
"458","l311275","2011-12-31",66,73,2011,"l311275 2012"
"459","l311275","2012-01-01",59,65,2011,"l311275 2012"
"460","l311300","2011-12-04",24,27,2011,"l311300 2012"
"461","l311300","2012-01-14",2,3,2011,"l311300 2012"
"462","l311300","2012-02-11",27,35,2011,"l311300 2012"
"463","l311300","2012-02-12",48,54,2011,"l311300 2012"
